user_id,produtos
18578,9839
18579,27429 30315 31712
18581,5025 21903 41541 42585 47209
18583,9092 21405
18584,21137 39275
18587,27845
18589,34243 42828
18590,34137 40709 48900 49235
18594,42719
18600,11380 43892
18601,13870 21938 32227 46979
18604,13176 19057 36695
18607,24253 35946 44075
18608,24852 28021
18610,24852
18611,18218 41765 48524
18614,24235
18619,432 31640 46906 47492 49411
18620,36011
18622,12872 32465 42701
18623,8174
18631,26088
18633,27554 29118
18636,41651
18646,20679 23734 27275 40604
18647,15290
18653,4317 26767 44290
18663,24852 29987 33120 42828
18669,13646 26706
18672,6336 8174 49235
18679,17559 28199 37776 43772 49279
18680,47209
18685,8490
18690,5240
18691,1408 9387 16797 44661
18695,32303
18697,13176 21903
18699,3967 40261
18703,21137
18712,39001
18727,21903
18729,18441 42221 42265
18731,45613
18732,24703
18737,13944 16419 27913 32566 49326
18738,24838
18741,5612 20580 47626 47766
18742,4097
18745,22286 42265
18747,46041
18751,46381
18760,10749 28985
18769,8277 44533
18770,13176 31506 44632
18773,1940 27966 38033
18775,11422
18781,35951 45866
18782,35951
18783,21985
18784,24852
18786,12980
18789,8029 34355
18790,8424 44786
18807,11068 18479
18808,13176 20940
18809,16185 35072
18813,21938
18815,27104 44734
18820,21769 40199
18821,30391 44953
18823,47766
18829,12909 24908 25132 45194
18830,4796 21616 31717 43343
18834,46485
18836,11998 34217
18845,9965
18848,5450 42078 44536 45005
18851,21157 22093 47611
18860,5337 37185
18865,10326 23423
18867,25890 38281
18871,4920 28670 30489 33037 46667
18877,34126
18878,26940
18886,45504
18887,13176 22993
18891,40199
18893,19660
18894,13176
18897,34898 46435
18904,24852 44561 47119
18915,6347 21938
18918,13198 21137 21955 35819 47626 48104
18933,4421 11481 13425 17622 27104 37687 39877 48857
18937,8424 28985 48679
18939,44622
18941,196
18946,28092
18948,5212 13176
18949,13966 23760 38241
18950,516
18960,30967 37234
18964,32747
18967,4920 42030
18969,20082
18970,35199
18972,46654
18973,45356 45447 48395
18975,9154
18977,13388
18981,11266
18984,21516 47402
18986,15235 30511
18987,35951
18997,12341 24841
19005,15078
19010,24184
19011,27770 47242
19015,9507
19020,31506
19023,9358
19025,9421
19026,14084
19028,27966 32578
19030,43528
19034,5679
19036,22035
19038,311 1940 3808 20161 24347 28080 49131
19042,17944 18362 21709 21903 32655
19047,47766
19048,27845 32579
19049,4920 5616 13733 42585
19050,14104
19053,45951
19056,5115 30103
19062,44359
19073,16797 21709 39190
19076,22220 30795
19077,8571
19081,15012 27243
19083,45066
19085,16460 19057 31004
19088,14650 31720
19092,41966
19099,10436
19102,47223 49667
19103,27845
19104,13176
19107,27845 42701
19108,40878
19109,24852
19111,1234
19114,13176 17281 23472 43154 48642
19115,30169 47785
19119,3584 31676 38150 41582
19124,32740 45210
19127,13176 44683
19130,30391 43465 47626 49023
19132,7350
19135,18465 24852
19136,11432 42615
19146,4920
19149,6375
19154,31883
19157,47626
19158,13527 25783
19160,9825
19166,7641 27147 36691 48762
19175,5785 36011 46676
19177,43643
19183,9839
19184,22713 26209
19186,6837 30776
19188,41400 48142
19191,8021 8518 21616 28199 30337 43662 47626
19192,28156 43568
19195,432 5077 21019 22935 24184 27012 28851 35939 39877 42768 47209
19196,19254
19197,11250 27695 32402
19198,24852
19206,5450
19213,44632 47766
19215,5450
19216,39275
19219,5550 24221 27104 27966
19220,11461
19230,5114 21506 21903 44359
19232,34126 49683
19235,25295
19236,1848
19238,6615
19239,10749 36735 39275 42643 43768 47209 48745
19242,39877
19245,22024 28204 39728
19246,34969 44008 45007
19253,32478 34946
19254,21616 24179 34530
19256,21137
19262,4421 27845 31638
19266,196
19268,4920 6184 16797 17122
19275,7924 44632 46676
19276,18699
19286,194 2298 14999
19287,9839 19895 21903
19295,2535 16797 32734
19296,2480 11707 13176 14240 17333 19457 21137 25758 26701 28849 35951 49383
19302,20734 21449
19303,47766
19304,17563
19308,13575
19309,5068
19310,4931 29919 47441
19324,46802
19329,3389 15472
19331,30024
19332,6155
19335,8518 18095
19336,26529
19338,37646
19345,17600
19348,45570
19350,14084 20899 47668
19353,4799 15290
19355,24852 39861
19359,21903
19361,44257 44570
19364,45007
19369,21137
19370,19348 41372
19378,13176
19379,43352
19383,4357
19390,4210
19396,30440
19408,8667 13176 16797 22963 37646 39928
19413,14084
19415,4793 14929 17600 38562
19418,31964 43954
19421,28715
19423,8230 17794
19425,2855 10310 19767 35561 37710 46562
19428,34126 42701
19431,18523 41290
19433,22935 27086 28123
19434,3020 5684 13176 21616 26790 28993 38293
19436,24799
19439,9337
19440,11777 38456
19441,24852
19442,17948 24852
19447,33768
19449,37646
19453,49683
19455,24107 39180 45066 49075
19456,26604
19457,30450 31506
19463,25544 47941
19464,39581
19465,260 7649 13517 35939 43662
19466,16797 48057
19467,43122 47766
19469,18370 37119
19471,34335 49570
19473,19678 42736
19478,10032 17829 45104
19482,30391 43961
19484,11136 21372 29307
19487,12099
19488,13176
19491,9122 40474
19492,6729
19498,34969
19500,16419
19508,10514
19511,27307
19520,31720
19525,3020 26128 43875 45603
19529,20995 21137 43512
19542,12770 17163 35065
19543,28204 32566
19549,925 6507
19556,16521 28761
19559,11182 35451
19560,42637
19562,14992 38996 40299
19566,19906
19573,11130 40545
19577,13866
19579,39877
19582,20842 41220
19584,588
19593,27325
19604,12409 34497 35051 46979
19605,10749 13176 21938 35939 47209
19607,36011
19609,23959 33731
19613,48004
19614,44632
19622,36076 37766 44632
19623,24852
19624,8623 28227 39982
19626,20790 32018
19629,24852
19636,45054
19638,19604 39032
19644,41220 49610
19646,26723 32465 38039 45007
19647,2528
19648,19660 21137 39247
19650,40723 47209
19655,26298
19665,34927
19667,34254
19669,21573 31506 35221
19687,27086
19689,12016
19693,29691
19698,19174
19699,8859 43234
19709,47766
19717,34262
19721,22802
19728,46802
19735,4658 25513
19741,4137 42162 46842
19744,12341 24852
19753,6227 21137 24852 31766 33682 44098 44625
19758,24964 47626
19761,22046
19762,21292 32689 49279
19764,13629
19765,8848
19768,14678
19769,16797 24852
19771,32833
19773,15227 21137 24852 40852
19775,19057
19778,34321
19779,12075
19782,6348 32655
19796,14493 16373 21704 25896 28204
19799,10527 33198
19800,20995
19805,21903 25659 38777 48094
19809,24852
19811,2473 4605 25171 48523
19818,45232
19819,40198
19824,25926
19829,21903 23765 37630
19834,36956
19838,2086 5479
19844,39928
19846,33313
19848,4957 19057 30776 47209
19852,651 17429 28699 47209
19854,16185 44008
19859,13740 14540
19864,2086 17835
19866,24852 27963 28606 31759 44799
19867,3318
19874,23029 46575
19878,14471 24852 27470
19879,18604
19883,35102
19885,10333 27033 32799
19886,4210 21050 45285
19887,3023 43483
19889,38689
19894,1559 5764 13083 17828
19896,10199
19899,39408
19908,24964 47630
19910,14858 26790 38544 47626
19912,30489 46106
19918,7924 19057 20119 27086
19920,22474 37646
19923,33731
19927,27730
19928,48808
19929,5479 12075 16797 21288 29926
19933,32478
19943,48193
19944,4256 23909 28134 28590
19948,9574
19950,3957 32566 35176 39035 39303 47209
19951,43961
19952,2344 12932 47209
19956,25132
19957,12427 32403 46562
19958,22035 42265
19962,11574 13176 18926 27156 39928 40380
19963,34489
19965,33754
19966,31343 47766
19967,3148 43951
19976,49520
19977,21137
19984,42240
19988,42445
19990,7963 16797 32689
19991,260 45646 47766
19994,4889
19998,18465 43712 45007
19999,4796 17459 44987
20004,2091
20017,29327 33280 40348
20019,1831 8049 36743 40129 41565 43933
20024,4428 24838 34358
20026,31113
20027,3045 24852
20035,15070
20039,20574
20044,41950
20049,11520 32734 49191
20057,18023
20074,48808
20075,45948
20081,8670 11757 27796 36307 39844 48871
20084,27450
20086,43249
20091,12693 30610
20095,46906
20100,16920 24852 25340 40865
20102,1712 5757 8667 19115 24957 38164
20103,30121
20104,16283
20108,25544 43568
20111,9597 16185
20115,5259 16221 29432 38511
20117,47209
20123,11520 13819 27521
20126,12039 18362
20130,21783
20133,17948 22290 43713
20136,21903
20140,24852
20142,15290 42300 47734
20143,47209
20144,10132 11078 15899 21137 47209
20149,8277 21526 48726
20156,8022 13176 31292 37646
20160,22151 30391 31717 36792 47668
20176,43295
20177,8048 43352
20178,11556
20179,22935 49235
20181,840 47156 49191
20183,19613 21903 25753 38650 41588
20184,1110 3618 24852 25890 39190 39275
20185,7628 8516 22058 26165 33706
20189,3339 3479 21137 23695 27235
20190,23888
20191,2716 13802 36070 38383
20196,40121
20199,17313
20203,7253 24701 26985 45832
20208,24631 42944
20214,28601 47766
20215,6760
20218,46969
20219,19660 49026
20226,3957 24852 47626
20231,14183 15860 49319
20232,14651 28601 38544
20237,22122 27156
20238,8571 13176
20241,24852
20242,22935 34969 45066
20248,19068
20252,1939 2094 6740 10176 19398 34243 34450 44422
20254,23594
20256,47626
20259,14084 24852 48364
20261,19678
20263,13176 43713
20264,47626
20266,19677 32018
20268,8251
20270,19660 22935 28465
20275,1396 2416 21938 32538 34861
20276,44632 47209
20278,24622
20282,6532 21903 46667
20283,6348 33000 43923
20285,47843
20293,13176 21903 44683
20295,24852 31041
20297,11707
20298,43352
20306,329 4037 24964 46346 48679
20308,21903
20309,8140 24221 24852 25824 29487 31717
20311,29594
20315,24799 24852 27845 49044
20320,30561 37220
20322,5077 27845
20327,40852
20330,26540
20333,424 30638 41844
20335,49235
20338,8174 14467 34969 43421 47734
20339,24852
20341,12121 40775
20344,41588
20347,5564 42697
20348,18618 35824
20349,41131
20350,5818 15290 43263
20355,2876 28278 36216 46820
20356,18531
20367,31269 43195
20368,4753 39928 45495
20371,1263
20372,6348
20382,43234
20383,890 6541 11594 22035 38293 44698 47209
20389,9550 26721
20392,47626
20393,5479
20395,141 11777 24852
20397,16953 28842 31087 34023 43565
20398,781 16363 36735 39409
20401,25931
20403,9839 10017 10831 13779 17600 24964 30489 35364 49075
20406,47766
20411,44359
20419,44632
20423,35121 45123
20425,16797 41950
20427,22935 45007
20429,6656 7781 19156 30489 36792
20436,24852
20439,21903 31376 39322 46979
20444,2855 21137 29447 33214 34429 42244 42828 46802
20446,12258 25753 49235
20449,4429
20451,27156 38293 47766
20452,7969 10246
20456,3513 7948
20457,22326
20458,21137 27845 39928
20459,1463 5456 17487 18599 19650 23622 39275
20464,20161 41714
20466,4210
20468,28577
20472,42706 42736 45106
20476,7862 35561 39871
20479,37646
20485,12875 13176 13944 17663 33651 35096 41220
20486,24125
20493,43352
20496,45788
20498,17206 25533 31086
20499,9390 39275 44359
20501,21709
20502,18196
20503,32585 37646
20509,33705
20511,18971
20512,22959
20516,27966 28156
20517,27464
20518,39408
20521,5479 8022 20783 47792
20525,196 1957 12078 31759
20528,21709
20533,30639
20534,37646 40022
20543,45104
20545,8021 18362 23288 24964
20546,2361
20547,39203
20548,24010
20553,47766
20554,488 18288 43768 49175
20555,39877 44632
20556,13560 13740 21137 47439
20557,26209
20561,22935
20563,4455 20119 26620 34448 44632
20565,30407
20567,25422 28454 30183 31739 35221 38063 48812 49191
20569,18095 22035 29071
20571,10275 14992 21903
20585,12782 21849
20587,13575 20940 21903
20589,24852
20590,20463
20591,3957
20592,8515 38012
20596,8710
20600,27104
20616,26604
20621,4952 48453
20628,27086
20630,3835 5144 39877
20632,21137
20633,17600
20636,26629 32579
20640,30635 33120 47626
20642,1879 21137 26940
20645,29662 46979
20650,19348
20652,23125
20656,10749 18727 25931 27156 35939 43295
20658,24852
20659,9405 28601
20665,36884
20669,5134 11777 27171 45200
20672,49383
20673,45007
20674,14862
20675,13176 18370 19821 46654 47585 49191
20676,9839
20677,18234 21903 27156 30391 30489
20678,47804
20681,1468 2078 32099
20682,46439
20688,1950 6508 36496 40338
20693,45948
20700,5994
20705,20119 27966
20707,33026 35600 46870
20717,7021 17795 25659
20719,9437 14643 44632
20720,26620 33568 33614
20722,13629 14084
20724,9300
20726,35535 35628
20729,25817 47626
20732,4605
20739,4317 35199
20740,39275
20742,16797
20744,5449 8528 9598 29926 47209
20745,22115
20748,8744 15293 24852 46284
20753,20940 20955 35886
20761,42573
20763,8367 9387 14908 17616 23322 24852 38540
20766,16797 23815 24852 34745 47788 49201
20769,24964 30489 43772
20770,22359
20773,22825 23029 27464 43768 45445
20775,13176 17461 37825 42342
20778,26369
20779,31869
20785,9839
20787,30776 31660
20788,16000
20790,35470
20792,11352 14371 21194
20795,40761
20801,9007 9387 17758 29615
20802,19585
20807,38200
20809,10695 40332
20812,23909
20818,3957
20822,24838 46906
20825,8518 47766
20827,19006
20833,3550 19508 37067
20834,5970
20839,49075
20840,19660
20843,25852 37335 37766
20853,2019
20854,44632
20858,24184 27966 45116
20859,8071 23826
20861,6046 37646
20868,40348
20869,651 21174 44765 46676 49235
20874,10706 17029
20883,13027 23765 37754
20888,47766
20889,5513
20894,44632
20895,14870 20178 24226
20897,605 33754 39408 47672
20901,19677 27845 44310 48628
20902,7412 36178 41665
20903,12016 28204 31562 32465
20907,40749
20908,5702 28204
20916,11833 42345
20918,29373
20922,3721 5785 24852
20923,10333 19863 24852
20924,27966
20929,24852
20930,45066
20932,49683
20934,16882
20940,44167
20948,6104 37687
20949,3108 30183
20954,27360
20955,7693 24852 49279
20957,35503 37687 38777
20960,22028
20962,17316 31915
20963,21137 42265
20969,21903
20980,5876 10749
20996,24184 33198
20998,4605 27845 45007
20999,5181
21000,43789 47900
21007,15290 29987 31717 38689 42585 43352
21024,31817 46842
21025,32230
21027,33754 36036
21028,19821 24852 28849 31257 34779
21029,16966
21030,29118 45504
21031,15036
21035,16797
21038,39657 41400 49235
21048,37959
21051,24852
21053,44632
21054,1 13176
21055,23288 42768
21056,35518
21057,13176 19972
21059,12341
21071,19137
21078,14084 28590
21081,14364 18918 39485
21082,47626
21083,21938 26369 32828 42518
21086,26227 31113
21087,11538 19322
21089,44142
21091,13176 32747 44910
21093,35045
21097,45007
21099,9714 38837
21100,44632
21105,24425 47058
21110,4614 7948 18202 42701
21111,10025 36724 44910
21113,39275
21120,21137
21122,15200
21127,7649
21130,8607 27730 31553 41010 46049 49585
21134,19068 28985 39877
21138,2855 6184 10326 29223 32478
21139,22959 30027
21142,35951 46802
21143,21783 30967
21146,21616 24852 44310
21151,28278
21152,23879
21153,9786 21137 28985 49235
21154,15613
21155,1025 34429
21156,21938 24852
21158,21533
21159,19348 31683 41290
21160,3594 23909
21161,8859 36107 38312
21162,22298 35628 44636
21164,8654 21461
21165,43530
21166,13176 18926
21179,6489 13176 20628 31869 48781
21180,44560
21185,27966
21186,25588 32429 40910
21191,9598 28132
21194,4846 21195
21195,6046 34243
21197,30406
21199,22935 40604
21203,20583 28849
21205,12341
21211,28079
21214,38056
21217,18465
21219,35628
21220,25890 42768
21224,16154 27845 30391 46206
21225,13176
21227,6101 29926
21228,14678
21230,35886
21233,3321 35467
21240,13176
21242,5782 19102 35002
21245,4086 8518
21247,37067
21248,27845
21251,48086
21258,33943 39276 42352
21259,47766
21262,20580 22935
21268,44765
21282,1826
21283,26419 36695 39040
21288,8475
21289,26554 44799
21291,432 14947
21293,43610
21294,699 5479 7552 14084 15392 21616 41597 45007
21295,36139
21297,12427
21307,45603
21311,32828 36606
21313,20186 46627
21318,16168 34969 43961
21322,39394 40332
21328,40174
21331,13083 29116
21335,19613 31553 48543
21340,22935 46886
21347,5646 18918 28123 36695 40706
21353,24838
21355,790 17281 23801 24107 37220 44359 45007 45504 46969
21358,2326 3583 13176 13447 25197
21363,4756 26634
21364,16696 24239 40592 49587
21370,14892 38739
21376,40310
21381,24186
21384,2663 4799 24024 35919 44116
21385,13176 16768 27104 29987 30489 31720 44359
21386,3957 13452 17652 33198
21389,3843 21903 27086 48628
21399,10912 30194
21403,23347 28571 33846 44487
21407,29487
21409,24852
21411,33065
21413,32455
21416,24852
21418,16953 43744
21421,14947 22959 36459
21428,27945 33351
21429,12127
21432,5785
21435,3634 22825 23554
21436,26620
21438,28749 30532
21439,38164
21440,13176
21441,40199 47792
21447,16797 46941
21450,15424
21451,26209 26604 34050 47766
21452,37103 38838
21455,8424 10613
21456,27307
21460,17948 27966
21461,24852
21465,2979
21467,27695
21471,14992
21473,6187 12276 22832 29926
21475,27465 30391 34551 37029
21489,7020
21494,16864
21497,21137
21502,4796
21510,33975
21511,5782
21513,37646 37825 38689 44422
21515,21137
21516,9337 26317
21517,5450
21522,1231 5794 14233
21539,4605 28785 37687 49131
21542,13042 14032
21543,11933 13176
21547,24852
21550,1969 15924 26348
21551,3884 9339
21553,13740 20502
21555,43380
21560,23020 31477
21561,13380 13548 21903 31041 42110
21562,45066
21563,39877
21564,15290
21569,27750
21573,3957 14904 17878 22035 41909 44616
21576,49566
21578,5818 6003 9036 13909 25043 34243 39097
21582,17794 45007
21583,9839 48682
21584,196 44172
21588,33381
21589,9839
21590,4149 6182 16793 41596
21592,9839
21594,5785 13176
21597,17902
21599,17461 24010
21601,11759 18443
21604,47877
21607,1055 24053
21609,38563 40604
21610,16797 37866 47209
21611,47766
21616,10070 16262 26620 28745 35221
21617,30776
21619,39560
21623,27521
21624,24852 42307
21626,432 8277 30776
21629,16154 28928
21630,1649 25588
21632,4957 5322 6187 19660 26604 42265 45599
21633,7751
21634,47766
21636,24024 35628
21637,43961
21641,10096 14084 27316 33407
21643,18531
21649,5258
21651,18176
21652,22888 34969 35221 41658
21655,24852
21656,16521 34496
21660,18176
21662,8309 13819 21019
21664,3318 5622 20577 41771
21672,24852
21674,37646
21675,27845
21677,44570
21679,21137
21680,5640
21682,24852 34605
21689,47626
21691,4778
21698,48498
21702,9210
21703,28465 36865
21705,5438 22438 22788
21706,40709
21711,15892 22825 24838 31040
21719,4920 29675 32052 36441
21720,18019
21721,5029 16616 42265
21727,41220
21728,15153 39275
21731,13176 44661 45066
21740,28733
21741,5876 26410 28985
21743,11365
21747,1695 8808 17720 26209 42445 46665
21748,20082 21137 24852 31459 34262
21752,24184 42768
21753,11182 11520 27845 42701 47209
21756,19348 28204 29487 37084 43279
21757,24852
21760,14633 17794 25197
21765,5451
21774,20114
21775,13409 16797 39928 40709
21776,45066
21777,31717
21779,17630
21782,38739
21785,19677 38662
21786,21137 33768
21790,18987 26709 49176
21791,6201 24852 28835 30091 38395
21792,10606 22935
21796,8859
21798,28441
21802,8193 49683
21807,17518 48097
21810,31506
21815,24891 43545
21817,49610
21822,4210 47209
21823,2846 22993 41140 47232
21829,16647
21839,47626
21843,4210 19348 23909
21845,21903 40706 44359
21848,30450 41125
21851,17264 27429 35068
21853,6708 17122 24852
21855,14204 29077 42193 47209 48219
21857,4920 35887 38689
21861,4799
21867,5994 11869 16440 31878 48144
21873,9558 17008 27104 28384 34519 39844 43768 46475 48723
21874,20955
21875,5884 9387 40571
21878,26209 47626
21882,28204
21886,8518
21897,29447
21911,4920 5212 33768
21913,9172 33198
21915,26914 46149
21919,5876 8518 10960 11140 13176 26940 30391 48679
21920,3992 5450 43352
21922,34789
21923,6448 22489
21931,2450 16797 18594 31343 33754 40706
21934,24852 44142
21935,34 24852
21939,4137
21942,18232
21943,4410 6948 13176
21946,8277 46787
21947,5994
21950,39275
21957,20632 26842
21961,21903
21962,13176
21967,8230 15200 16766 22164 25527 31737 35914
21971,23909
21974,21903 31915 43122
21975,39958
21977,5603
21979,45066
21981,9194 19634 25551
21987,2086 5212 7299 19894 31915 38384 43122 46906
21991,3711
21995,18523 24010
21999,1702 5884 36186
22006,21288 47766
22010,13176
22013,20448
22014,5663 11007 14126 32284 46106
22017,30617
22018,13176
22020,21903
22025,22559 30884
22033,2014 2750 9648 11481 21137 27548 32099
22034,20247
22035,9637
22037,21938 26369 26842 43875 46979 49175
22039,16797
22044,5128 48681 49605
22050,4879 16185
22052,4471 41839 46169
22059,28199 40943
22064,13277
22067,27845 39097
22069,30776
22072,16185 40688 46650
22075,34578
22077,43352
22078,32403
22080,9913 15000 21295 21405 21903 28985 30420 47672
22081,21903 32689 37687
22085,19019 29675 47788
22094,28 23734 38739
22098,14776
22099,46749
22100,4853
22104,17791
22106,2639 46817
22112,5876 21137 43789 47209
22119,14870
22121,8277 13176 39322
22123,5479
22126,7559 28593
22135,10753 21938 37524 38739 45007
22137,22035 48628
22138,20721 23341 23375 26280 43845
22141,18564 47144
22143,4210 27344
22146,5876
22148,16837 24489
22151,49235
22153,12743
22155,49683
22158,28204 45624
22159,27521 39794
22161,28715 38274
22162,8518
22164,45393
22165,4398
22166,12258 24852 25138 33000 39180 42495
22171,24024
22174,39180
22180,38928 41400
22182,47766
22185,26052
22186,24852
22188,26369 40706 42585
22190,21793 38054 43434 48474
22193,33756 35227 45815
22200,12341 32079
22203,24852 27845
22205,3481 30391
22208,2809 24184 26010 30121 35946 47059
22212,47815
22213,36307
22215,40632
22223,26209
22234,3464 5618
22236,6128 18813 47977
22237,14467 34768
22239,24852 31040 35078
22240,13176 48745
22241,9397 38775
22243,45007
22244,30489 47626 47766
22245,14491 36695
22246,5876 19370 32465 34134
22255,11777 12601 13176 30233
22273,14161 26604
22277,7413 8174 22142 31572 32950
22280,5876 21903
22281,6631
22282,8193 28102
22285,37158
22286,36746
22287,4920 19076 44042
22292,1463
22294,890 6948
22306,13087 13698 19604 19871 26343 31707 39224
22307,45066
22309,39137 46906
22313,5537 17795
22317,131
22318,27845 34126
22322,22935 34969
22326,5970 11777 13417 31865
22330,15950
22332,33731
22335,21849
22336,29184
22346,30117
22350,13176 16525 35951 44389
22355,28849 42315
22360,15740 19084 30391 38159 44359
22362,22802
22365,21903 33846
22367,21461
22369,8555 17630 18479 21616 40233 47626
22371,28518
22372,41328 43295
22373,1705 8193 13866 14168 21938 26604 27288 28983 32842 34862
22374,17600 19820
22375,11520 46886 47209
22377,5876 37506
22380,24983 43083
22382,13176 18465 43310
22393,8277 13176 29500 37029
22402,8518 10305 13198 18700
22403,10246
22409,24852
22412,45296
22418,28613
22422,8717
22423,4920 47229 49683
22425,23082
22429,21137 21903
22439,5337 18656 42265 47169
22440,23516 24964 31717 35535 39984
22441,2450 19376 21137
22443,32981
22445,5499 22935
22448,27845
22458,12644 30233
22461,34092
22462,15872 20779 22882 43961
22463,432 18849 23634
22481,2469 29487
22482,24852
22484,47766
22486,19819
22488,9839 27521 39275
22495,24852 31127 36389 39558 44359
22498,6656 30233 35715
22499,30597
22505,10749 46900
22508,13176 21386
22509,3896 10749 27845 31041 37067 47788
22519,27845
22520,2452 7185 21616 28553 32747 36127
22524,24852
22525,11777 24852 47962
22528,28790 33787
22532,13176 25138 35951
22534,40174 40198
22535,24964
22538,1511 19173 22825 30774 43352
22542,21267 27695 31086 34448 41787 44632 46692 48511
22543,7175 8021 10132 13176 32360 44616
22546,2573 14233 24838 44910
22548,691 5450 21083 22290 44632 49533
22549,47144
22551,47626 49318
22553,19348 29987 30599
22554,20899 28985
22555,24852
22558,19972
22560,10151 25388 27966 32842 45018 47933
22573,8518
22574,4920 12159
22579,28597
22582,19156
22584,2326 15626 21137
22588,18498 30340 32915 41787
22590,5876
22593,5077 13629 17902 41363 44632
22599,30489
22600,21709
22601,205
22602,34295
22606,18171 30776
22608,7916 8087
22612,24891
22613,37538
22614,3884 3957 17530 46676 48988
22619,36865
22622,4597 32018 42533
22626,17794 22967 27104 27521 42585
22630,24852
22633,23082 24852 39408 45529
22640,4799 14947 17429 17876 21955
22643,10132 21927
22647,32170
22650,10743
22653,15925 19076 24852 29309 30850 41591 43631
22654,1094 12604 42443
22659,14715
22660,35504
22661,9387 16797 24852
22662,9020 9631
22663,25072
22674,8021
22675,4793 16254 20084 24852 46047 47626
22689,20114
22695,8138 38322 41950
22699,5212
22700,11073
22703,8021 23765 28204
22706,334 22414
22707,24964 39475
22710,18531 42265
22713,432 29326
22714,49683
22715,24024
22727,27966
22728,13575
22731,14218
22732,16083
22733,25706 47163
22736,27845 42828
22747,3856 18871 22959
22749,11325 30923
22753,2825 12545 27104
22755,32478
22757,14651
22760,24852
22761,21903 27845 44359
22767,5450 17145 26940 28309 39275 44306 48291
22770,46906
22775,21137
22778,8518 21137 24799 27845 29594 36070 41950
22781,1940 25727 30352 33909 41290 47050
22785,16797 22935
22787,16797 18441
22790,890 8193 14992 39812 41500
22795,5496 15392 19731 23315 47209
22798,5959 13176 23695 26800 47209
22800,19348
22813,32747
22820,33198 38371
22824,27845 40593 48628
22825,41664
22827,17695
22829,4137 16714
22832,46906
22838,29127
22842,18434 26911 27573 28360 30795 47766
22848,15424
22851,27845
22859,24852
22860,29487
22870,19057
22871,38300
22873,4957 8361
22874,4847 17284 24852
22875,24852 32478
22876,10026 27509
22880,22035 27845 45007 46906
22885,16220 18379 35523
22896,35221 47766
22897,9764
22900,5782 8523 41290
22906,15153 28420
22908,35652
22910,42625 47626
22912,24799 24838
22918,3957 24838
22920,35108
22921,3952 27521 34243
22924,16797
22925,19604
22926,260
22927,21903 25890
22928,20876 29158
22929,33569
22930,30391 41458 45007 47209
22933,128 13176
22938,28849
22940,46802
22944,5077
22948,41950
22950,39947
22951,19057 26620
22961,13198 24489 24841 27355
22963,260 22035 24852
22964,48004
22965,27104
22969,27521 37524 47766
22979,24267
22983,24964
22990,33787
22992,44142
22997,24288 27104 48745
22999,43352
23005,23106
23008,44270
23014,26209 32950 48720
23017,12004 36735 47018
23029,37067 39475
23030,12381 21267 45613
23031,1957 48812
23033,7781 13176 27966
23034,17794 17862
23036,15290 17794 48865
23040,30696
23044,13176
23045,33572 45066
23047,1301 7948 16387
23049,47380
23052,26209
23057,42585
23059,40146
23061,8087 41787
23064,29987
23068,47766
23069,15604
23070,8277
23074,9071
23081,40467
23084,21903 24852
23088,743
23089,30489
23092,9839 11520 14633 19057 35629
23098,6615 8424 34466
23099,13984 47626
23109,33731
23110,32747
23111,13176
23118,8571 30827 39922
23126,18362 32827
23127,21614 26790 37646
23128,3376 5818 10834 13198 22485 28866 34358
23137,8277 46979
23139,4149 13176 31596 32566 35004 39928 45249
23140,21295 39704
23142,13219 40289
23144,45066
23148,20114
23156,5876 11777 20178 23622 25138
23157,27554 37765
23162,10768 24852
23164,28883 31766 33198 41658 47630
23172,44172
23174,47626
23177,8021 37687
23185,12069 17154 27966 32177 33443 41536
23187,4920 47626
23188,18670 30450
23190,260 16797 17600 26790 27156 38988 41844 45007 46979 47766 49416
23199,31528
23204,14084 21386 41387 48450
23206,33674 39561
23207,13517 20842 32864 33041
23211,6348
23213,11520 20114 34126 47766
23215,13560 15984 17622 25504 32864 37067 43766 46820 47209
23220,33303
23221,3389 43631
23222,21405
23233,25995 39414 47611
23238,27845
23240,35762 45066
23242,5699 12206 24852 34217 35652 36216 44641
23244,4675 10017 16617 21137 22308 30949 34339 46969
23248,45149
23249,21376 28204 45537
23250,26209
23253,10501
23254,46802
23255,8277 33352
23257,44632
23258,5933 20842
23261,26177
23262,24964
23263,27554
23266,13751
23270,10673
23275,37131
23278,24852 37011
23284,1463 14947 41351 47366
23288,24369 24852 48057 48737
23291,3696 10690 12872
23292,4793
23295,13646 39121
23297,11140 21174 42585 43295 47783
23303,35561
23305,16283
23306,22935 26914 35383 47630
23308,7131
23313,13176
23323,24852 31338
23333,9839
23336,18465 41787 42356
23341,16290 44233
23342,27966
23346,27966
23354,24852
23355,6801
23357,19508 26369
23361,5876 21903 36550
23362,27966
23368,13176 19057
23372,1633 19354 32140
23373,33833
23374,13712
23376,22935 29447 36695
23381,8372
23382,47209
23383,13176 21137 27966 32585
23387,1729 33147
23388,48186
23389,1408 1443 4920 24964 28122 46979
23393,5445 5959 6011 40910
23400,6184 13176 37710
23402,39275
23405,42265
23406,196 35450
23408,30776 43122
23409,9068
23414,20600 30117 35132
23420,17794 30967
23421,19048 47766
23422,21100
23427,20114
23428,34
23429,1181 24852 27662 34582 43352 49560
23434,14901 25825 46513 47357
23440,12323 14941 36227
23442,21553
23445,24852
23460,42404
23466,44375
23467,9871
23468,19057 24010
23476,2086
